Genes	module
Cmtm7	1.1.2.1.1.2
Cnot6l	1.1.2.1.1.2
Cope	1.1.2.1.1.2
Cpsf6	1.1.2.1.1.2
Cwc15	1.1.2.1.1.2
Cyld	1.1.2.1.1.2
D930015E06Rik	1.1.2.1.1.2
Ddx54	1.1.2.1.1.2
Dnaja2	1.1.2.1.1.2
Eif1b	1.1.2.1.1.2
Eif4e2	1.1.2.1.1.2
Fam189b	1.1.2.1.1.2
Fam32a	1.1.2.1.1.2
Gimap8	1.1.2.1.1.2
Gtf3c2	1.1.2.1.1.2
Hjurp	1.1.2.1.1.2
Hsbp1	1.1.2.1.1.2
Hspbp1	1.1.2.1.1.2
Ik	1.1.2.1.1.2
Inpp5d	1.1.2.1.1.2
Itpr2	1.1.2.1.1.2
Jtb	1.1.2.1.1.2
Klk8	1.1.2.1.1.2
Kpna4	1.1.2.1.1.2
Ldb1	1.1.2.1.1.2
Lfng	1.1.2.1.1.2
Lrmp	1.1.2.1.1.2
Lsm14a	1.1.2.1.1.2
Lsm6	1.1.2.1.1.2
Ly6c1	1.1.2.1.1.2
Manf	1.1.2.1.1.2
Mapk8ip3	1.1.2.1.1.2
Marcks	1.1.2.1.1.2
Marco	1.1.2.1.1.2
Mif4gd	1.1.2.1.1.2
Mkl1	1.1.2.1.1.2
Mrps24	1.1.2.1.1.2
Nisch	1.1.2.1.1.2
Npm3	1.1.2.1.1.2
Nsg2	1.1.2.1.1.2
Numa1	1.1.2.1.1.2
Os9	1.1.2.1.1.2
Pdlim1	1.1.2.1.1.2
Pfdn2	1.1.2.1.1.2
Pfkp	1.1.2.1.1.2
Pgk1	1.1.2.1.1.2
Ppp1r11	1.1.2.1.1.2
Ppp2r2a	1.1.2.1.1.2
Ppp2r5c	1.1.2.1.1.2
Preb	1.1.2.1.1.2
Prpf8	1.1.2.1.1.2
Psd4	1.1.2.1.1.2
Psmc1	1.1.2.1.1.2
Psmd7	1.1.2.1.1.2
Pum1	1.1.2.1.1.2
Rab5c	1.1.2.1.1.2
Rnf220	1.1.2.1.1.2
Rsbn1l	1.1.2.1.1.2
Sfxn1	1.1.2.1.1.2
Smc1a	1.1.2.1.1.2
Snd1	1.1.2.1.1.2
Snrpd3	1.1.2.1.1.2
Stra13	1.1.2.1.1.2
Suclg1	1.1.2.1.1.2
Tacc1	1.1.2.1.1.2
Tmed10	1.1.2.1.1.2
Tmem176b	1.1.2.1.1.2
Twf2	1.1.2.1.1.2
Uba7	1.1.2.1.1.2
Ube2j1	1.1.2.1.1.2
Ubr4	1.1.2.1.1.2
Wbp2	1.1.2.1.1.2
Wtap	1.1.2.1.1.2
Ywhag	1.1.2.1.1.2
Ywhaq	1.1.2.1.1.2
Zcchc7	1.1.2.1.1.2
C3	1.1.2.1.1.3
Dcn	1.1.2.1.1.3
Mfge8	1.1.2.1.1.3
Mt1	1.1.2.1.1.3
Adrbk1	1.1.2.1.2
Akap8	1.1.2.1.2
Apobec3	1.1.2.1.2
Atp5c1	1.1.2.1.2
Ccl5	1.1.2.1.2
Cct5	1.1.2.1.2
Cd8a	1.1.2.1.2
Ctsz	1.1.2.1.2
Cytip	1.1.2.1.2
Ddx39b	1.1.2.1.2
Dnajc7	1.1.2.1.2
Eif3h	1.1.2.1.2
Fis1	1.1.2.1.2
Gimap3	1.1.2.1.2
Gps2	1.1.2.1.2
Grb2	1.1.2.1.2
Hdac7	1.1.2.1.2
Igj	1.1.2.1.2
Ikzf1	1.1.2.1.2
Ms4a4b	1.1.2.1.2
Msl1	1.1.2.1.2
Myo1g	1.1.2.1.2
Naca	1.1.2.1.2
Ncor1	1.1.2.1.2
Pdcd4	1.1.2.1.2
Pdia6	1.1.2.1.2
Prpf38b	1.1.2.1.2
Psmb10	1.1.2.1.2
Ptk2b	1.1.2.1.2
Rhoa	1.1.2.1.2
Rpl11	1.1.2.1.2
Rpl36al	1.1.2.1.2
Samhd1	1.1.2.1.2
1-Sep	1.1.2.1.2
Sod1	1.1.2.1.2
Stk4	1.1.2.1.2
Tbc1d10c	1.1.2.1.2
Tomm6	1.1.2.1.2
Tspan13	1.1.2.1.2
Wdr26	1.1.2.1.2
Clu	1.1.2.1.3
Cpa2	1.1.2.1.3
Dmbt1	1.1.2.1.3
Gm10334	1.1.2.1.3
Gm5409	1.1.2.1.3
Gp2	1.1.2.1.3
Pla2g1b	1.1.2.1.3
Pnliprp2	1.1.2.1.3
Prss3	1.1.2.1.3
Reg1	1.1.2.1.3
Sycn	1.1.2.1.3
Try10	1.1.2.1.3
Apoe	1.1.2.2
Coro1a	1.1.2.2
Fth1	1.1.2.2
Gimap4	1.1.2.2
Gm13011	1.1.2.2
Hsp90ab1	1.1.2.2
Ltb	1.1.2.2
Pnliprp1	1.1.2.2
Rnase1	1.1.2.2
Rpl10	1.1.2.2
Serp1	1.1.2.2
Ucp2	1.1.2.2
Zg16	1.1.2.2
1110057K04Rik	10.1.1
1700037H04Rik	10.1.1
6330403M23Rik	10.1.1
Abtb1	10.1.1
Afg3l2	10.1.1
Akr1c13	10.1.1
Amica1	10.1.1
Ankle2	10.1.1
Aqp1	10.1.1
Arih2	10.1.1
Armc10	10.1.1
Axl	10.1.1
B3galnt2	10.1.1
Calhm2	10.1.1
Car15	10.1.1
Cdc20	10.1.1
Cdc45	10.1.1
Cdca7	10.1.1
Cdk5rap3	10.1.1
Chst10	10.1.1
Clpp	10.1.1
D2Wsu81e	10.1.1
Dhx8	10.1.1
Dtd1	10.1.1
Dusp3	10.1.1
Ercc6	10.1.1
Evi2a	10.1.1
F2rl1	10.1.1
Fam214a	10.1.1
Fli1	10.1.1
Fuk	10.1.1
Gbp6	10.1.1
Gm12070	10.1.1
Gm13139	10.1.1
Gnai3	10.1.1
Gpc1	10.1.1
Gtf2e1	10.1.1
Gtf2h4	10.1.1
Haus5	10.1.1
Hook3	10.1.1
Hs1bp3	10.1.1
Igf1r	10.1.1
Igsf23	10.1.1
Il3ra	10.1.1
Ilvbl	10.1.1
Kdm4a	10.1.1
Klf9	10.1.1
Klrk1	10.1.1
Lactb	10.1.1
Leo1	10.1.1
Marf1	10.1.1
Mettl1	10.1.1
Mkln1	10.1.1
Mlx	10.1.1
Mzt2	10.1.1
Nmral1	10.1.1
Nsdhl	10.1.1
Ormdl1	10.1.1
Papolg	10.1.1
Pepd	10.1.1
Phf20	10.1.1
Phtf1	10.1.1
Pnpo	10.1.1
Ppp1r8	10.1.1
Pskh1	10.1.1
Rad51	10.1.1
Rbl1	10.1.1
Rbm4	10.1.1
Rfxank	10.1.1
Rnf139	10.1.1
Rpe	10.1.1
Rpusd1	10.1.1
Sdf2	10.1.1
Sh3pxd2a	10.1.1
Slc2a3	10.1.1
Sms	10.1.1
Smtn	10.1.1
Sun1	10.1.1
Taf5l	10.1.1
Tbc1d14	10.1.1
Tbk1	10.1.1
Tec	10.1.1
Tex30	10.1.1
Tmem131	10.1.1
Tmtc4	10.1.1
Trim33	10.1.1
Ube2d1	10.1.1
Usp30	10.1.1
Vars2	10.1.1
Vcpip1	10.1.1
Wdr55	10.1.1
Wdr8	10.1.1
Xrcc5	10.1.1
Zc3h6	10.1.1
Zfp511	10.1.1
Zfp52	10.1.1
Zmiz1	10.1.1
2310033P09Rik	10.1.2
4930523C07Rik	10.1.2
9430008C03Rik	10.1.2
Anxa2	10.1.2
Apol7e	10.1.2
Arid4b	10.1.2
Atad1	10.1.2
Atg16l2	10.1.2
Atg3	10.1.2
Bfar	10.1.2
Bmyc	10.1.2
Bnip2	10.1.2
Brd9	10.1.2
Cct3	10.1.2
Cd2ap	10.1.2
Cmtm6	10.1.2
Cpsf1	10.1.2
Dda1	10.1.2
Dnajc15	10.1.2
Dpp9	10.1.2
E4f1	10.1.2
Egln2	10.1.2
Fam105a	10.1.2
Fam107b	10.1.2
Fam120b	10.1.2
Fam168b	10.1.2
Fam172a	10.1.2
Fam46a	10.1.2
Fchsd2	10.1.2
Galnt12	10.1.2
Gins4	10.1.2
Gm5643	10.1.2
Gmip	10.1.2
H2-Eb2	10.1.2
Hbp1	10.1.2
Helz2	10.1.2
Hexa	10.1.2
Imp4	10.1.2
Ints8	10.1.2
Krr1	10.1.2
Ldlrap1	10.1.2
Letm1	10.1.2
Maz	10.1.2
Mtch1	10.1.2
Mzt1	10.1.2
Ndufs3	10.1.2
Nemf	10.1.2
Nipbl	10.1.2
Nmt1	10.1.2
Paip2	10.1.2
Polr2g	10.1.2
Prpf4b	10.1.2
Prps1l3	10.1.2
Psmd14	10.1.2
Rab35	10.1.2
Rgs19	10.1.2
Rsf1	10.1.2
Rsl24d1	10.1.2
Scnm1	10.1.2
Smarcc1	10.1.2
Smg9	10.1.2
Syvn1	10.1.2
Taf3	10.1.2
Taok1	10.1.2
Timp2	10.1.2
Tmem160	10.1.2
Tmem30a	10.1.2
Topbp1	10.1.2
Trim59	10.1.2
Trpm7	10.1.2
Txndc17	10.1.2
Upf2	10.1.2
Vps16	10.1.2
Zc3h13	10.1.2
Zfp292	10.1.2
Zfp329	10.1.2
1110008F13Rik	11.1.1.1
2410015M20Rik	11.1.1.1
Abi1	11.1.1.1
Actl6a	11.1.1.1
Actr1a	11.1.1.1
Adh5	11.1.1.1
Ankrd44	11.1.1.1
Arhgap1	11.1.1.1
Capza1	11.1.1.1
Ccm2	11.1.1.1
Cdc42se1	11.1.1.1
Cdk13	11.1.1.1
Cpt1a	11.1.1.1
Ctsc	11.1.1.1
Cybasc3	11.1.1.1
Dock11	11.1.1.1
Dock8	11.1.1.1
Elf4	11.1.1.1
Ephx1	11.1.1.1
Esyt1	11.1.1.1
Etnk1	11.1.1.1
Evi2b	11.1.1.1
Fam111a	11.1.1.1
Fcrl1	11.1.1.1
Flii	11.1.1.1
Fnbp1	11.1.1.1
Gpr18	11.1.1.1
Hcfc1	11.1.1.1
Hdac4	11.1.1.1
Hipk1	11.1.1.1
Igtp	11.1.1.1
Kat6a	11.1.1.1
Kdm5c	11.1.1.1
Lmbr1l	11.1.1.1
Map2k1	11.1.1.1
Mbd2	11.1.1.1
Ms4a4c	11.1.1.1
Myo1c	11.1.1.1
Otud4	11.1.1.1
Prpf19	11.1.1.1
Pstpip1	11.1.1.1
Pxk	11.1.1.1
Qars	11.1.1.1
Rap1gds1	11.1.1.1
Rasa3	11.1.1.1
Rftn1	11.1.1.1
Sema4d	11.1.1.1
Sgpl1	11.1.1.1
Sh2d3c	11.1.1.1
Snn	11.1.1.1
Snrnp200	11.1.1.1
Sptan1	11.1.1.1
Ssbp4	11.1.1.1
St6gal1	11.1.1.1
Stat6	11.1.1.1
Tax1bp1	11.1.1.1
Tgtp1	11.1.1.1
Tgtp2	11.1.1.1
Tm9sf3	11.1.1.1
Trp53i11	11.1.1.1
Tsc22d4	11.1.1.1
Ttyh3	11.1.1.1
Tubb4b	11.1.1.1
Agk	11.1.1.2
Anapc1	11.1.1.2
Ankrd37	11.1.1.2
Ap1s3	11.1.1.2
Atp13a3	11.1.1.2
Atxn2l	11.1.1.2
Bahd1	11.1.1.2
Card6	11.1.1.2
Cd55	11.1.1.2
Ceacam2	11.1.1.2
Cep350	11.1.1.2
Cpne1	11.1.1.2
Ddx19a	11.1.1.2
Dnajc9	11.1.1.2
Dpf2	11.1.1.2
Dpp4	11.1.1.2
E2f4	11.1.1.2
Eif2b1	11.1.1.2
Eif2c1	11.1.1.2
Elovl1	11.1.1.2
Fam117b	11.1.1.2
Fam21	11.1.1.2
Fkrp	11.1.1.2
Gata3	11.1.1.2
Gba2	11.1.1.2
Gbp2	11.1.1.2
Gid8	11.1.1.2
Gins2	11.1.1.2
Git1	11.1.1.2
Gm15800	11.1.1.2
Gopc	11.1.1.2
Gpkow	11.1.1.2
Heatr5b	11.1.1.2
Ilf3	11.1.1.2
Inip	11.1.1.2
Jakmip1	11.1.1.2
Kcnq5	11.1.1.2
Lta4h	11.1.1.2
Ltbp3	11.1.1.2
Mcm3	11.1.1.2
Myo1f	11.1.1.2
Ncor2	11.1.1.2
Oxa1l	11.1.1.2
Oxr1	11.1.1.2
Parp14	11.1.1.2
Pcmt1	11.1.1.2
Pde6d	11.1.1.2
Pigs	11.1.1.2
Pou2f1	11.1.1.2
Prkdc	11.1.1.2
Psmd5	11.1.1.2
Qrich1	11.1.1.2
Rasgrp1	11.1.1.2
Rasgrp3	11.1.1.2
Rlim	11.1.1.2
Rnh1	11.1.1.2
Rnu11	11.1.1.2
Sac3d1	11.1.1.2
Scarna17	11.1.1.2
Sec16a	11.1.1.2
Sipa1l1	11.1.1.2
Slc25a14	11.1.1.2
Slc35b1	11.1.1.2
Spin1	11.1.1.2
Strip1	11.1.1.2
Suox	11.1.1.2
Tfam	11.1.1.2
Tfip11	11.1.1.2
Tmed7	11.1.1.2
Tmx3	11.1.1.2
Tpcn1	11.1.1.2
Trim35	11.1.1.2
Ttc9c	11.1.1.2
Usp19	11.1.1.2
Zbtb2	11.1.1.2
Zbtb33	11.1.1.2
Zfp710	11.1.1.2
Zmynd19	11.1.1.2
Add1	11.1.2
Add3	11.1.2
Akna	11.1.2
Arl6ip1	11.1.2
Arpc5l	11.1.2
Arpp19	11.1.2
Atp2a3	11.1.2
Bin2	11.1.2
Casp8	11.1.2
Cct2	11.1.2
Cd24a	11.1.2
Cd47	11.1.2
Cltc	11.1.2
Csnk1d	11.1.2
Ctnnb1	11.1.2
Ctss	11.1.2
D8Ertd738e	11.1.2
Dapl1	11.1.2
Dock2	11.1.2
Eif3k	11.1.2
Ets1	11.1.2
Ezr	11.1.2
Fcrla	11.1.2
Fmnl1	11.1.2
Gpx4	11.1.2
H2-DMa	11.1.2
H3f3a	11.1.2
Ifi47	11.1.2
Il2rg	11.1.2
Itgb2	11.1.2
Itm2b	11.1.2
Map4k1	11.1.2
Mgea5	11.1.2
Mllt6	11.1.2
Napsa	11.1.2
Ndufa11	11.1.2
Ndufb7	11.1.2
Ndufs6	11.1.2
Pcbp1	11.1.2
Ppp1r18	11.1.2
Prkar1a	11.1.2
Ptbp3	11.1.2
Rtn3	11.1.2
Sash3	11.1.2
Scand1	11.1.2
Selplg	11.1.2
6-Sep	11.1.2
Serpinb1a	11.1.2
Snx3	11.1.2
Spcs2	11.1.2
Stk10	11.1.2
Stt3b	11.1.2
Syk	11.1.2
Tmbim6	11.1.2
Tmem173	11.1.2
Tmem59	11.1.2
Tmem66	11.1.2
Tnpo2	11.1.2
Top2b	11.1.2
Tram1	11.1.2
Trim34a	11.1.2
Vamp8	11.1.2
Vpreb3	11.1.2
Wipf1	11.1.2
Zfp207	11.1.2
1810043G02Rik	12.1.1.1.1
4930581F22Rik	12.1.1.1.1
5730409E04Rik	12.1.1.1.1
Airn	12.1.1.1.1
Angptl2	12.1.1.1.1
Ddr1	12.1.1.1.1
Gm2848	12.1.1.1.1
Kctd1	12.1.1.1.1
Kifap3	12.1.1.1.1
Lhpp	12.1.1.1.1
Mfap4	12.1.1.1.1
Mtmr9	12.1.1.1.1
Npr1	12.1.1.1.1
Nupl2	12.1.1.1.1
Zfp58	12.1.1.1.1
Zfp808	12.1.1.1.1
Zfp442	12.1.1.1.10
2700081O15Rik	12.1.1.1.2
9930012K11Rik	12.1.1.1.2
Fbxw10	12.1.1.1.2
Lysmd4	12.1.1.1.2
Pafah2	12.1.1.1.2
Pex2	12.1.1.1.2
Prss36	12.1.1.1.2
S100pbp	12.1.1.1.2
Zbtb39	12.1.1.1.2
3110040N11Rik	12.1.1.1.3
A430033K04Rik	12.1.1.1.3
Abhd6	12.1.1.1.3
Cd68	12.1.1.1.3
Celsr2	12.1.1.1.3
Cenpf	12.1.1.1.3
Cenpp	12.1.1.1.3
Clec4a1	12.1.1.1.3
Cnrip1	12.1.1.1.3
Cul9	12.1.1.1.3
D10Bwg1379e	12.1.1.1.3
Dbx2	12.1.1.1.3
Dnajc25	12.1.1.1.3
Hist1h3f	12.1.1.1.3
Il15ra	12.1.1.1.3
Kcnk5	12.1.1.1.3
Mex3b	12.1.1.1.3
Mrc1	12.1.1.1.3
Oas1g	12.1.1.1.3
Ppp6r2	12.1.1.1.3
Raver2	12.1.1.1.3
Spic	12.1.1.1.3
Stil	12.1.1.1.3
Traip	12.1.1.1.3
Zfp607	12.1.1.1.3
Zfp799	12.1.1.1.3
3110082I17Rik	12.1.1.1.4
A930003A15Rik	12.1.1.1.4
Angpt2	12.1.1.1.4
Bst1	12.1.1.1.4
Ces2e	12.1.1.1.4
Ddah1	12.1.1.1.4
Dnaaf3	12.1.1.1.4
Entpd2	12.1.1.1.4
Havcr2	12.1.1.1.4
Hist1h3d	12.1.1.1.4
Hlf	12.1.1.1.4
Hoxc10	12.1.1.1.4
Megf8	12.1.1.1.4
Meox2	12.1.1.1.4
Msc	12.1.1.1.4
Npr3	12.1.1.1.4
Pon3	12.1.1.1.4
Prrt2	12.1.1.1.4
Rbpms2	12.1.1.1.4
Sema6d	12.1.1.1.4
Serpina1e	12.1.1.1.4
Solh	12.1.1.1.4
Stau2	12.1.1.1.4
Tbx1	12.1.1.1.4
Tmcc2	12.1.1.1.4
Wfs1	12.1.1.1.4
Wtip	12.1.1.1.4
Zbtb37	12.1.1.1.4
Zc2hc1a	12.1.1.1.4
Zfp41	12.1.1.1.4
Adm	12.1.1.1.5
Colq	12.1.1.1.5
Jam3	12.1.1.1.5
Ankrd23	12.1.1.1.6
Aurka	12.1.1.1.6
Cdk8	12.1.1.1.6
Elk4	12.1.1.1.6
Mapk12	12.1.1.1.6
Osbpl3	12.1.1.1.6
Slamf8	12.1.1.1.6
Armcx3	12.1.1.1.7
Casp7	12.1.1.1.7
Clip2	12.1.1.1.7
Gm4759	12.1.1.1.7
Map3k9	12.1.1.1.7
Nup37	12.1.1.1.7
Sh3gl3	12.1.1.1.7
Slc10a3	12.1.1.1.7
Tbc1d9	12.1.1.1.7
Tmem177	12.1.1.1.7
Zfp398	12.1.1.1.7
Zfp709	12.1.1.1.7
Dgke	12.1.1.1.8
Hspa13	12.1.1.1.8
Ighmbp2	12.1.1.1.8
Oplah	12.1.1.1.8
Prg4	12.1.1.1.8
Setbp1	12.1.1.1.8
Ehd2	12.1.1.1.9
Itsn1	12.1.1.1.9
Kcnb1	12.1.1.1.9
Ly6f	12.1.1.1.9
Nrip1	12.1.1.1.9
Prpf40b	12.1.1.1.9
Rps4y2	12.1.1.1.9
Scn4a	12.1.1.1.9
Tbl1x	12.1.1.1.9
Abhd4	12.1.1.2
Aldh3b1	12.1.1.2
Alg11	12.1.1.2
Batf3	12.1.1.2
Clec7a	12.1.1.2
Det1	12.1.1.2
Gatsl2	12.1.1.2
Gm12942	12.1.1.2
Igf2bp2	12.1.1.2
Il18	12.1.1.2
Inadl	12.1.1.2
Klhl12	12.1.1.2
Klhl26	12.1.1.2
Klhl7	12.1.1.2
Lgmn	12.1.1.2
Med29	12.1.1.2
Mfsd11	12.1.1.2
Mllt4	12.1.1.2
Mrps2	12.1.1.2
Mtmr14	12.1.1.2
Myo6	12.1.1.2
Numb	12.1.1.2
Phactr2	12.1.1.2
Ppfia4	12.1.1.2
Rnf157	12.1.1.2
Rnpc3	12.1.1.2
Rpp40	12.1.1.2
Slc15a3	12.1.1.2
Smox	12.1.1.2
Thap7	12.1.1.2
Tmem86b	12.1.1.2
Tpx2	12.1.1.2
Trip11	12.1.1.2
Tsen54	12.1.1.2
Tubgcp6	12.1.1.2
Xpnpep1	12.1.1.2
Yod1	12.1.1.2
Zbtb20	12.1.1.2
Zc3h3	12.1.1.2
Zdhhc5	12.1.1.2
Zfp608	12.1.1.2
Zfp691	12.1.1.2
Zfp719	12.1.1.2
Zfp758	12.1.1.2
Zfp839	12.1.1.2
Zfp935	12.1.1.2
Aagab	12.1.2
Ap4e1	12.1.2
B9d2	12.1.2
Bckdha	12.1.2
Dpp8	12.1.2
E330033B04Rik	12.1.2
Ebpl	12.1.2
Ecd	12.1.2
Fam53b	12.1.2
G6pc3	12.1.2
Gemin5	12.1.2
Glod4	12.1.2
Hmgxb3	12.1.2
Il2ra	12.1.2
Itgav	12.1.2
Mapk11	12.1.2
Mmadhc	12.1.2
Mrpl1	12.1.2
Plekhb2	12.1.2
Ppargc1b	12.1.2
Rad50	12.1.2
Rspry1	12.1.2
Saysd1	12.1.2
Slc25a17	12.1.2
Slc48a1	12.1.2
Spg11	12.1.2
Tbc1d8	12.1.2
Tcerg1	12.1.2
Tchp	12.1.2
Tmem154	12.1.2
Tmppe	12.1.2
Vamp5	12.1.2
Wdr7	12.1.2
Wrap53	12.1.2
0610009L18Rik	13.1.1.1.1
1190002F15Rik	13.1.1.1.1
2310008H04Rik	13.1.1.1.1
3110001I22Rik	13.1.1.1.1
Atxn7l2	13.1.1.1.1
Bccip	13.1.1.1.1
Cdc42bpg	13.1.1.1.1
Cited4	13.1.1.1.1
Crtc2	13.1.1.1.1
Fancm	13.1.1.1.1
Gemin8	13.1.1.1.1
Gm5801	13.1.1.1.1
Gprc5b	13.1.1.1.1
Hist1h2bg	13.1.1.1.1
Hist1h4a	13.1.1.1.1
Hist1h4f	13.1.1.1.1
Kif11	13.1.1.1.1
Lacc1	13.1.1.1.1
Lnpep	13.1.1.1.1
Map2k6	13.1.1.1.1
Mipol1	13.1.1.1.1
Mtx3	13.1.1.1.1
Nmnat3	13.1.1.1.1
Oas1a	13.1.1.1.1
Pcnxl4	13.1.1.1.1
Slc25a40	13.1.1.1.1
Slco4a1	13.1.1.1.1
Tbc1d16	13.1.1.1.1
Tceanc	13.1.1.1.1
Tjp2	13.1.1.1.1
Tprn	13.1.1.1.1
Yae1d1	13.1.1.1.1
Ybey	13.1.1.1.1
4930481A15Rik	13.1.1.1.2
4930503L19Rik	13.1.1.1.2
9530091C08Rik	13.1.1.1.2
AI848285	13.1.1.1.2
Acot11	13.1.1.1.2
Ampd3	13.1.1.1.2
BC027231	13.1.1.1.2
Cdkn2a	13.1.1.1.2
Chmp6	13.1.1.1.2
Cldn5	13.1.1.1.2
Clec10a	13.1.1.1.2
Crmp1	13.1.1.1.2
Dnahc2	13.1.1.1.2
Fkbp7	13.1.1.1.2
Gm16576	13.1.1.1.2
Gm8994	13.1.1.1.2
Iba57	13.1.1.1.2
Kcnk6	13.1.1.1.2
Lgals4	13.1.1.1.2
Mfsd3	13.1.1.1.2
Mmp23	13.1.1.1.2
Neu3	13.1.1.1.2
Nme4	13.1.1.1.2
Pilra	13.1.1.1.2
Ptpn21	13.1.1.1.2
Sema7a	13.1.1.1.2
Shisa3	13.1.1.1.2
Srfbp1	13.1.1.1.2
Tm7sf3	13.1.1.1.2
Tmem129	13.1.1.1.2
Unc5c	13.1.1.1.2
Wt1	13.1.1.1.2
Zfp629	13.1.1.1.2
Zfp94	13.1.1.1.2
AA467197	13.1.1.1.3
Abcd4	13.1.1.1.3
Acvr2b	13.1.1.1.3
Ankrd9	13.1.1.1.3
BC030867	13.1.1.1.3
Ccdc122	13.1.1.1.3
Ccdc173	13.1.1.1.3
Chac2	13.1.1.1.3
Clmn	13.1.1.1.3
Col27a1	13.1.1.1.3
Ctnnd2	13.1.1.1.3
Dhx37	13.1.1.1.3
Diap3	13.1.1.1.3
Elac2	13.1.1.1.3
Extl1	13.1.1.1.3
Gjb2	13.1.1.1.3
Gm13889	13.1.1.1.3
Gpr4	13.1.1.1.3
Hist1h2bn	13.1.1.1.3
Hist1h4k	13.1.1.1.3
Hk3	13.1.1.1.3
Kcnc3	13.1.1.1.3
L3hypdh	13.1.1.1.3
Map6	13.1.1.1.3
Mrps31	13.1.1.1.3
Ngfr	13.1.1.1.3
Pianp	13.1.1.1.3
Plekha8	13.1.1.1.3
Ppp1r3d	13.1.1.1.3
Rad51ap1	13.1.1.1.3
Sh2d5	13.1.1.1.3
Slc25a13	13.1.1.1.3
Slfn10-ps	13.1.1.1.3
Spns3	13.1.1.1.3
Tfcp2	13.1.1.1.3
Tmem159	13.1.1.1.3
Tmem98	13.1.1.1.3
Zfp563	13.1.1.1.3
Abcg3	13.1.1.2
Anxa1	13.1.1.2
Asb2	13.1.1.2
Cacna2d4	13.1.1.2
Ctc1	13.1.1.2
Dcp1a	13.1.1.2
Derl3	13.1.1.2
Dhcr24	13.1.1.2
Erich1	13.1.1.2
Exoc4	13.1.1.2
Fam120aos	13.1.1.2
Fastkd5	13.1.1.2
Fcna	13.1.1.2
Fmo5	13.1.1.2
Frmd6	13.1.1.2
Haus1	13.1.1.2
Klhl28	13.1.1.2
Lair1	13.1.1.2
Ldlrad4	13.1.1.2
Mad1l1	13.1.1.2
Parp12	13.1.1.2
Pcyt1a	13.1.1.2
Pnpt1	13.1.1.2
Rab31	13.1.1.2
Snapc3	13.1.1.2
Srrd	13.1.1.2
Tax1bp3	13.1.1.2
Thap2	13.1.1.2
Tmed1	13.1.1.2
Ubd	13.1.1.2
Zfp738	13.1.1.2
Zfp960	13.1.1.2
2310067B10Rik	13.1.2
Anapc7	13.1.2
C030006K11Rik	13.1.2
Ccdc125	13.1.2
Cd3eap	13.1.2
Cdk12	13.1.2
Dnase2a	13.1.2
Esf1	13.1.2
Eya2	13.1.2
Fbxo9	13.1.2
Gid4	13.1.2
Hist1h2ad	13.1.2
Hist2h2ac	13.1.2
Hmgb2	13.1.2
Larp4b	13.1.2
Mef2b	13.1.2
Mtmr1	13.1.2
Mtmr3	13.1.2
Ndufaf7	13.1.2
Ntpcr	13.1.2
Polr1e	13.1.2
Slc30a9	13.1.2
Smurf1	13.1.2
Supt3	13.1.2
Tfe3	13.1.2
Tmem192	13.1.2
Tmem206	13.1.2
Tmem60	13.1.2
Vps13b	13.1.2
1700012B15Rik	14.2.1
1700084E18Rik	14.2.1
2700097O09Rik	14.2.1
4930414L22Rik	14.2.1
4933427D14Rik	14.2.1
9430060I03Rik	14.2.1
9930104L06Rik	14.2.1
AI182371	14.2.1
Abcb8	14.2.1
Abhd1	14.2.1
Acpp	14.2.1
Adcy3	14.2.1
Adcy6	14.2.1
Agl	14.2.1
Bmf	14.2.1
Bora	14.2.1
Cdr2	14.2.1
Cep152	14.2.1
Cep57l1	14.2.1
Ces2c	14.2.1
Clec9a	14.2.1
Cnbd2	14.2.1
Ctbs	14.2.1
Dock5	14.2.1
Efcab2	14.2.1
Eif2b3	14.2.1
Exoc6b	14.2.1
Fam122b	14.2.1
Fam211b	14.2.1
Fubp3	14.2.1
Galm	14.2.1
Gata1	14.2.1
Gm16845	14.2.1
Gm9731	14.2.1
Gtpbp3	14.2.1
Hinfp	14.2.1
Hspa2	14.2.1
I730030J21Rik	14.2.1
Il12a	14.2.1
Impact	14.2.1
Ints12	14.2.1
Itpripl1	14.2.1
Katnal1	14.2.1
Lin9	14.2.1
Mlh3	14.2.1
Mthfr	14.2.1
Mybl2	14.2.1
Nadsyn1	14.2.1
Nat2	14.2.1
Nsmf	14.2.1
Nup133	14.2.1
Osgin1	14.2.1
Pex26	14.2.1
Phka2	14.2.1
Pick1	14.2.1
Plekhg5	14.2.1
Plxna3	14.2.1
Polq	14.2.1
Pxmp4	14.2.1
Rapgef2	14.2.1
Rassf7	14.2.1
Rdh5	14.2.1
Rev1	14.2.1
Rps6kb2	14.2.1
Rpusd2	14.2.1
Scrn2	14.2.1
Sec61a2	14.2.1
Sepsecs	14.2.1
Sgsm3	14.2.1
Slamf6	14.2.1
Slc7a7	14.2.1
Ss18l1	14.2.1
Steap2	14.2.1
Stxbp4	14.2.1
Synpo	14.2.1
Tbc1d25	14.2.1
Tbx21	14.2.1
Timmdc1	14.2.1
Tmem184b	14.2.1
Tmem216	14.2.1
Tmem41a	14.2.1
Tmem87a	14.2.1
Tnks1bp1	14.2.1
Ttll1	14.2.1
Txnrd3	14.2.1
Uchl4	14.2.1
Vps13c	14.2.1
Xk	14.2.1
Zfp97	14.2.1
Zmynd10	14.2.1
Alcam	14.2.2
