Genes	module
Ndufaf1	2.1.1.2.2
Ofd1	2.1.1.2.2
Pdcl3	2.1.1.2.2
Pfkm	2.1.1.2.2
Plk1s1	2.1.1.2.2
Ppat	2.1.1.2.2
Ppm1f	2.1.1.2.2
Pus10	2.1.1.2.2
Pygl	2.1.1.2.2
Rab11fip1	2.1.1.2.2
Rab27a	2.1.1.2.2
Rab28	2.1.1.2.2
Rnf135	2.1.1.2.2
Rnf41	2.1.1.2.2
Sde2	2.1.1.2.2
Siglech	2.1.1.2.2
Slc25a15	2.1.1.2.2
Slc39a9	2.1.1.2.2
Slc9a6	2.1.1.2.2
Slmap	2.1.1.2.2
Smg6	2.1.1.2.2
Smyd2	2.1.1.2.2
Sox4	2.1.1.2.2
Spryd3	2.1.1.2.2
Stap1	2.1.1.2.2
Sult1a1	2.1.1.2.2
Timeless	2.1.1.2.2
Tm2d1	2.1.1.2.2
Tmem251	2.1.1.2.2
Tmx4	2.1.1.2.2
Tnfaip8l1	2.1.1.2.2
Tom1	2.1.1.2.2
Tsc22d2	2.1.1.2.2
Tspan7	2.1.1.2.2
Ttf1	2.1.1.2.2
Txnrd2	2.1.1.2.2
Vps45	2.1.1.2.2
Zc3h7b	2.1.1.2.2
Zfp809	2.1.1.2.2
Znfx1	2.1.1.2.2
1110037F02Rik	2.1.2.1.1
2310010J17Rik	2.1.2.1.1
4921524J17Rik	2.1.2.1.1
5031439G07Rik	2.1.2.1.1
6030458C11Rik	2.1.2.1.1
Abcf3	2.1.2.1.1
Acsl4	2.1.2.1.1
Adpgk	2.1.2.1.1
Agpat5	2.1.2.1.1
Ahcyl1	2.1.2.1.1
Anxa11	2.1.2.1.1
Arhgef7	2.1.2.1.1
Asf1b	2.1.2.1.1
Ate1	2.1.2.1.1
Atg16l1	2.1.2.1.1
Bcl7b	2.1.2.1.1
Casp4	2.1.2.1.1
Cdc25a	2.1.2.1.1
Cdc27	2.1.2.1.1
Cox18	2.1.2.1.1
Dcakd	2.1.2.1.1
Dcp2	2.1.2.1.1
Dnajc14	2.1.2.1.1
Dvl1	2.1.2.1.1
Echs1	2.1.2.1.1
Extl3	2.1.2.1.1
Ezh2	2.1.2.1.1
Fem1b	2.1.2.1.1
Ftx	2.1.2.1.1
Fyttd1	2.1.2.1.1
Gm5177	2.1.2.1.1
Gm8580	2.1.2.1.1
Gpatch8	2.1.2.1.1
Gpr68	2.1.2.1.1
Gstt2	2.1.2.1.1
Hint3	2.1.2.1.1
Hivep1	2.1.2.1.1
Htatsf1	2.1.2.1.1
Ints1	2.1.2.1.1
Kdm5b	2.1.2.1.1
Lap3	2.1.2.1.1
Lrp6	2.1.2.1.1
Manbal	2.1.2.1.1
Mprip	2.1.2.1.1
Nab2	2.1.2.1.1
Nfatc2ip	2.1.2.1.1
Nprl2	2.1.2.1.1
Nudt18	2.1.2.1.1
Nudt9	2.1.2.1.1
Orc5	2.1.2.1.1
Pigq	2.1.2.1.1
Plekhm3	2.1.2.1.1
Pola2	2.1.2.1.1
Ppme1	2.1.2.1.1
Ppp1r7	2.1.2.1.1
Psmg3	2.1.2.1.1
Rbbp5	2.1.2.1.1
Rnf185	2.1.2.1.1
Rtca	2.1.2.1.1
Slamf1	2.1.2.1.1
Smim8	2.1.2.1.1
Snap47	2.1.2.1.1
Snapc1	2.1.2.1.1
Sos1	2.1.2.1.1
St6galnac4	2.1.2.1.1
Stau1	2.1.2.1.1
Suv420h2	2.1.2.1.1
Tbc1d13	2.1.2.1.1
Timm8b	2.1.2.1.1
Tmem214	2.1.2.1.1
Trpv2	2.1.2.1.1
Uqcc	2.1.2.1.1
Vps33a	2.1.2.1.1
Vps53	2.1.2.1.1
Wdr5	2.1.2.1.1
Xpa	2.1.2.1.1
Zbtb17	2.1.2.1.1
Zc3hc1	2.1.2.1.1
1300018J18Rik	2.1.2.1.2
1700025G04Rik	2.1.2.1.2
Aasdhppt	2.1.2.1.2
Acbd3	2.1.2.1.2
Adck4	2.1.2.1.2
Apbb3	2.1.2.1.2
Arf2	2.1.2.1.2
Arfip2	2.1.2.1.2
Atad2b	2.1.2.1.2
Atg2b	2.1.2.1.2
Atxn7	2.1.2.1.2
Bag3	2.1.2.1.2
Baiap2	2.1.2.1.2
Bin3	2.1.2.1.2
Cacnb3	2.1.2.1.2
Cdkal1	2.1.2.1.2
Cep57	2.1.2.1.2
Cnih4	2.1.2.1.2
Cry1	2.1.2.1.2
Cxcl10	2.1.2.1.2
Cyp51	2.1.2.1.2
Decr1	2.1.2.1.2
Dhrs3	2.1.2.1.2
Eif2b4	2.1.2.1.2
Elmo2	2.1.2.1.2
Fam174a	2.1.2.1.2
Fbxo6	2.1.2.1.2
Fip1l1	2.1.2.1.2
Foxp3	2.1.2.1.2
Gadd45b	2.1.2.1.2
Gtf2h1	2.1.2.1.2
Heatr6	2.1.2.1.2
Hist1h2ai	2.1.2.1.2
Ikbkap	2.1.2.1.2
Iqgap2	2.1.2.1.2
Itfg1	2.1.2.1.2
Jmjd8	2.1.2.1.2
Kif1b	2.1.2.1.2
Leprot	2.1.2.1.2
Lilrb4	2.1.2.1.2
Lnx2	2.1.2.1.2
Lrrc14	2.1.2.1.2
Mad2l1bp	2.1.2.1.2
Me2	2.1.2.1.2
Mrpl32	2.1.2.1.2
Mrpl55	2.1.2.1.2
Mysm1	2.1.2.1.2
Naf1	2.1.2.1.2
Nans	2.1.2.1.2
Ninj1	2.1.2.1.2
Nipsnap1	2.1.2.1.2
Pck2	2.1.2.1.2
Pdxdc1	2.1.2.1.2
Pex16	2.1.2.1.2
Pex5	2.1.2.1.2
Pgm2	2.1.2.1.2
Pias4	2.1.2.1.2
Poldip2	2.1.2.1.2
Ptpn11	2.1.2.1.2
Ptrhd1	2.1.2.1.2
Rab5a	2.1.2.1.2
Rabif	2.1.2.1.2
Rfwd3	2.1.2.1.2
Rnf31	2.1.2.1.2
Rps27l	2.1.2.1.2
15-Sep	2.1.2.1.2
Sirt1	2.1.2.1.2
Siva1	2.1.2.1.2
Smad2	2.1.2.1.2
Stx6	2.1.2.1.2
Tmem64	2.1.2.1.2
Trappc3	2.1.2.1.2
Trex1	2.1.2.1.2
Trib1	2.1.2.1.2
Trmt2b	2.1.2.1.2
Vcam1	2.1.2.1.2
Vipas39	2.1.2.1.2
Wdr45	2.1.2.1.2
Wdr48	2.1.2.1.2
Zcchc17	2.1.2.1.2
Zfp512	2.1.2.1.2
Zfp655	2.1.2.1.2
Zfp672	2.1.2.1.2
Zw10	2.1.2.1.2
2300009A05Rik	2.1.2.2.1.1
2900097C17Rik	2.1.2.2.1.1
9930021J03Rik	2.1.2.2.1.1
Agpat1	2.1.2.2.1.1
Aimp2	2.1.2.2.1.1
Ap1g2	2.1.2.2.1.1
BC029214	2.1.2.2.1.1
BC029722	2.1.2.2.1.1
Cd96	2.1.2.2.1.1
Cep250	2.1.2.2.1.1
Cetn2	2.1.2.2.1.1
Coro1c	2.1.2.2.1.1
Crebbp	2.1.2.2.1.1
Ctdsp2	2.1.2.2.1.1
Ddb1	2.1.2.2.1.1
Dhx30	2.1.2.2.1.1
Dynlt3	2.1.2.2.1.1
Eif1ad	2.1.2.2.1.1
Ezh1	2.1.2.2.1.1
Fam193a	2.1.2.2.1.1
Fam63b	2.1.2.2.1.1
Galnt2	2.1.2.2.1.1
Herc2	2.1.2.2.1.1
Iah1	2.1.2.2.1.1
Map3k3	2.1.2.2.1.1
5-Mar	2.1.2.2.1.1
Mrpl43	2.1.2.2.1.1
Myo5a	2.1.2.2.1.1
Ncdn	2.1.2.2.1.1
Nfic	2.1.2.2.1.1
Nom1	2.1.2.2.1.1
Orai2	2.1.2.2.1.1
Pde7a	2.1.2.2.1.1
Phrf1	2.1.2.2.1.1
Pithd1	2.1.2.2.1.1
Pon2	2.1.2.2.1.1
Ppp2r2d	2.1.2.2.1.1
Rnf169	2.1.2.2.1.1
Rragc	2.1.2.2.1.1
Sdccag3	2.1.2.2.1.1
Serpinb6a	2.1.2.2.1.1
Shkbp1	2.1.2.2.1.1
Slfn5	2.1.2.2.1.1
Smchd1	2.1.2.2.1.1
Snrpa	2.1.2.2.1.1
Srek1	2.1.2.2.1.1
Strap	2.1.2.2.1.1
Suv420h1	2.1.2.2.1.1
Syndig1l	2.1.2.2.1.1
Tars	2.1.2.2.1.1
Tcf12	2.1.2.2.1.1
Ten1	2.1.2.2.1.1
Tesc	2.1.2.2.1.1
Tmem179b	2.1.2.2.1.1
Ttc28	2.1.2.2.1.1
Unc13d	2.1.2.2.1.1
Uri1	2.1.2.2.1.1
Usp36	2.1.2.2.1.1
Usp39	2.1.2.2.1.1
Vps37a	2.1.2.2.1.1
Zfp280d	2.1.2.2.1.1
2310045N01Rik	2.1.2.2.1.2
Abl2	2.1.2.2.1.2
Aff4	2.1.2.2.1.2
Akap11	2.1.2.2.1.2
Apc	2.1.2.2.1.2
Apex1	2.1.2.2.1.2
Apobec1	2.1.2.2.1.2
Atp13a2	2.1.2.2.1.2
Atp6v1h	2.1.2.2.1.2
Bak1	2.1.2.2.1.2
Blvrb	2.1.2.2.1.2
Brd7	2.1.2.2.1.2
Cad	2.1.2.2.1.2
Camta2	2.1.2.2.1.2
Capn2	2.1.2.2.1.2
Ccdc47	2.1.2.2.1.2
Ccdc97	2.1.2.2.1.2
Ccng2	2.1.2.2.1.2
Ccr9	2.1.2.2.1.2
Clcn3	2.1.2.2.1.2
Crcp	2.1.2.2.1.2
Cst7	2.1.2.2.1.2
Dhx9	2.1.2.2.1.2
Dnajc1	2.1.2.2.1.2
Dnmt3a	2.1.2.2.1.2
Dpy30	2.1.2.2.1.2
Ei24	2.1.2.2.1.2
Eif2ak1	2.1.2.2.1.2
Exosc8	2.1.2.2.1.2
Fntb	2.1.2.2.1.2
Gle1	2.1.2.2.1.2
Glyr1	2.1.2.2.1.2
Gm8369	2.1.2.2.1.2
Icam1	2.1.2.2.1.2
Ints4	2.1.2.2.1.2
Isy1	2.1.2.2.1.2
Jkamp	2.1.2.2.1.2
Ktn1	2.1.2.2.1.2
Lamp2	2.1.2.2.1.2
Lmnb1	2.1.2.2.1.2
Lyl1	2.1.2.2.1.2
Mcm5	2.1.2.2.1.2
Mfap1a	2.1.2.2.1.2
Mri1	2.1.2.2.1.2
Mrpl53	2.1.2.2.1.2
Mrps18a	2.1.2.2.1.2
Mthfd1l	2.1.2.2.1.2
Nfat5	2.1.2.2.1.2
Nudt16l1	2.1.2.2.1.2
Pcmtd2	2.1.2.2.1.2
Pdcd6	2.1.2.2.1.2
Pgm2l1	2.1.2.2.1.2
Polr2i	2.1.2.2.1.2
Polr3gl	2.1.2.2.1.2
Polrmt	2.1.2.2.1.2
Ppil4	2.1.2.2.1.2
Ppp2r5d	2.1.2.2.1.2
Ptcd3	2.1.2.2.1.2
Samsn1	2.1.2.2.1.2
Scap	2.1.2.2.1.2
Secisbp2l	2.1.2.2.1.2
Senp6	2.1.2.2.1.2
Serpina3f	2.1.2.2.1.2
Smad4	2.1.2.2.1.2
Srf	2.1.2.2.1.2
Syt11	2.1.2.2.1.2
Taf1c	2.1.2.2.1.2
Tbc1d4	2.1.2.2.1.2
Tbxa2r	2.1.2.2.1.2
Tceanc2	2.1.2.2.1.2
Tet3	2.1.2.2.1.2
Tm2d3	2.1.2.2.1.2
Tomm40	2.1.2.2.1.2
Tpp1	2.1.2.2.1.2
Trak2	2.1.2.2.1.2
Triobp	2.1.2.2.1.2
Tspyl1	2.1.2.2.1.2
Vps4b	2.1.2.2.1.2
Wdr3	2.1.2.2.1.2
Wwp2	2.1.2.2.1.2
Ykt6	2.1.2.2.1.2
Zeb1	2.1.2.2.1.2
Zzef1	2.1.2.2.1.2
2610002J02Rik	2.1.2.2.2
4833420G17Rik	2.1.2.2.2
Adipor2	2.1.2.2.2
Atad3a	2.1.2.2.2
Bet1l	2.1.2.2.2
Chfr	2.1.2.2.2
Cnot10	2.1.2.2.2
Ddx58	2.1.2.2.2
Dpm1	2.1.2.2.2
Esd	2.1.2.2.2
Fam50a	2.1.2.2.2
Frg1	2.1.2.2.2
Gng2	2.1.2.2.2
Gngt2	2.1.2.2.2
Gpr107	2.1.2.2.2
Haus7	2.1.2.2.2
Isca1	2.1.2.2.2
Letmd1	2.1.2.2.2
6-Mar	2.1.2.2.2
Mrps30	2.1.2.2.2
Mrps6	2.1.2.2.2
Ncapd2	2.1.2.2.2
Ncoa7	2.1.2.2.2
Nr1d2	2.1.2.2.2
Phf3	2.1.2.2.2
Pkn1	2.1.2.2.2
Ppil2	2.1.2.2.2
Ppp5c	2.1.2.2.2
Qk	2.1.2.2.2
Rbm22	2.1.2.2.2
Rnf7	2.1.2.2.2
Samd1	2.1.2.2.2
Scrib	2.1.2.2.2
Sdhaf2	2.1.2.2.2
9-Sep	2.1.2.2.2
Sit1	2.1.2.2.2
Smc5	2.1.2.2.2
Smc6	2.1.2.2.2
Spns1	2.1.2.2.2
Tatdn2	2.1.2.2.2
Timm44	2.1.2.2.2
Tmem42	2.1.2.2.2
Trappc1	2.1.2.2.2
Ufm1	2.1.2.2.2
Vps29	2.1.2.2.2
1600014C10Rik	2.2.1.1
Acly	2.2.1.1
Actr10	2.2.1.1
Ankrd11	2.2.1.1
Anp32b	2.2.1.1
Arrdc1	2.2.1.1
Atp5sl	2.2.1.1
Atp6ap2	2.2.1.1
Atxn10	2.2.1.1
Atxn7l3	2.2.1.1
Aurkaip1	2.2.1.1
Bri3	2.2.1.1
Cbfa2t3	2.2.1.1
Cbx4	2.2.1.1
Ccar1	2.2.1.1
Cggbp1	2.2.1.1
Coro2a	2.2.1.1
Cox7a2	2.2.1.1
Creb1	2.2.1.1
Cyc1	2.2.1.1
Dazap1	2.2.1.1
Dhx15	2.2.1.1
Dnajb6	2.2.1.1
Dpm3	2.2.1.1
Efr3a	2.2.1.1
Ehmt2	2.2.1.1
Eif4e	2.2.1.1
Eif6	2.2.1.1
Emc10	2.2.1.1
Etf1	2.2.1.1
Fam114a2	2.2.1.1
Galnt1	2.2.1.1
Glipr1	2.2.1.1
Gm2a	2.2.1.1
Gorasp2	2.2.1.1
Gripap1	2.2.1.1
Hspa9	2.2.1.1
Kcnn4	2.2.1.1
Lrrfip1	2.2.1.1
Magoh	2.2.1.1
Map2k7	2.2.1.1
Map3k1	2.2.1.1
Map4k4	2.2.1.1
Metap2	2.2.1.1
Mll2	2.2.1.1
Mrpl33	2.2.1.1
Mybbp1a	2.2.1.1
Napa	2.2.1.1
Ncoa3	2.2.1.1
Ndufs2	2.2.1.1
Nfatc1	2.2.1.1
Nhp2	2.2.1.1
Nono	2.2.1.1
Phf11b	2.2.1.1
Pim2	2.2.1.1
Pop5	2.2.1.1
Ppp1r9b	2.2.1.1
Prmt1	2.2.1.1
Rassf2	2.2.1.1
Reep5	2.2.1.1
Rinl	2.2.1.1
Rnf10	2.2.1.1
Rnf123	2.2.1.1
Rsl1d1	2.2.1.1
Rtn4	2.2.1.1
S100a13	2.2.1.1
Sar1a	2.2.1.1
Sat1	2.2.1.1
Scamp4	2.2.1.1
Sdcbp	2.2.1.1
Sin3b	2.2.1.1
Smndc1	2.2.1.1
Snrpb2	2.2.1.1
Snx2	2.2.1.1
Supt4a	2.2.1.1
Tcf4	2.2.1.1
Tcof1	2.2.1.1
Tnrc6b	2.2.1.1
Trim12a	2.2.1.1
Trim27	2.2.1.1
U2surp	2.2.1.1
Ubp1	2.2.1.1
Ubxn4	2.2.1.1
Ybx1	2.2.1.1
Zc3h15	2.2.1.1
1810013D10Rik	2.2.1.2.1
2510002D24Rik	2.2.1.2.1
AI462493	2.2.1.2.1
Aif1	2.2.1.2.1
Anp32a	2.2.1.2.1
Ap1g1	2.2.1.2.1
Atf7ip	2.2.1.2.1
Basp1	2.2.1.2.1
Birc6	2.2.1.2.1
Bri3bp	2.2.1.2.1
Ccdc9	2.2.1.2.1
Chmp5	2.2.1.2.1
Clasrp	2.2.1.2.1
Cops4	2.2.1.2.1
Crebrf	2.2.1.2.1
Cstb	2.2.1.2.1
Cyb5b	2.2.1.2.1
Dcaf11	2.2.1.2.1
Dlgap4	2.2.1.2.1
Erbb2ip	2.2.1.2.1
Fam134a	2.2.1.2.1
Gbf1	2.2.1.2.1
Gltscr1l	2.2.1.2.1
Herc1	2.2.1.2.1
Ibtk	2.2.1.2.1
Kctd10	2.2.1.2.1
Klc1	2.2.1.2.1
Kri1	2.2.1.2.1
Lin7c	2.2.1.2.1
Ly86	2.2.1.2.1
Mepce	2.2.1.2.1
Mga	2.2.1.2.1
Mkrn1	2.2.1.2.1
Mms19	2.2.1.2.1
Mpc1	2.2.1.2.1
Mpeg1	2.2.1.2.1
Ncbp1	2.2.1.2.1
Ndufb6	2.2.1.2.1
Ndufv1	2.2.1.2.1
Nudcd3	2.2.1.2.1
Nudt3	2.2.1.2.1
Papola	2.2.1.2.1
Parvg	2.2.1.2.1
Pbx2	2.2.1.2.1
Pea15a	2.2.1.2.1
Phyh	2.2.1.2.1
Pink1	2.2.1.2.1
Plcl2	2.2.1.2.1
Polr2c	2.2.1.2.1
Ppp6r3	2.2.1.2.1
Rab11a	2.2.1.2.1
Rab6a	2.2.1.2.1
Ralbp1	2.2.1.2.1
Ramp1	2.2.1.2.1
Rbms1	2.2.1.2.1
Rfc2	2.2.1.2.1
Rnf149	2.2.1.2.1
Rnf20	2.2.1.2.1
Rrp9	2.2.1.2.1
Runx1	2.2.1.2.1
Rxrb	2.2.1.2.1
Scp2	2.2.1.2.1
Scpep1	2.2.1.2.1
Sdr39u1	2.2.1.2.1
Sec63	2.2.1.2.1
Serinc1	2.2.1.2.1
Sod2	2.2.1.2.1
Srp54b	2.2.1.2.1
Srsf4	2.2.1.2.1
Ssu72	2.2.1.2.1
Stx7	2.2.1.2.1
Suds3	2.2.1.2.1
Tbcb	2.2.1.2.1
Timm13	2.2.1.2.1
Tpr	2.2.1.2.1
Txlna	2.2.1.2.1
Uchl5	2.2.1.2.1
Uhrf1bp1l	2.2.1.2.1
Vbp1	2.2.1.2.1
Wbp5	2.2.1.2.1
Wdr82	2.2.1.2.1
Wdr92	2.2.1.2.1
Zdhhc20	2.2.1.2.1
Ankrd12	2.2.1.2.2
Ccdc55	2.2.1.2.2
Trim12c	2.2.1.2.2
Ttc3	2.2.1.2.2
Ctps2	2.2.1.2.3
Ddrgk1	2.2.1.2.3
Dhx40	2.2.1.2.3
Eif4g1	2.2.1.2.3
Elp2	2.2.1.2.3
Glrx3	2.2.1.2.3
Gpr132	2.2.1.2.3
H2-Ke2	2.2.1.2.3
Hdac2	2.2.1.2.3
Idnk	2.2.1.2.3
Kctd2	2.2.1.2.3
Khdrbs1	2.2.1.2.3
Mrpl30	2.2.1.2.3
Mrps14	2.2.1.2.3
Nacc1	2.2.1.2.3
Nlrc5	2.2.1.2.3
Npm3-ps1	2.2.1.2.3
Parp10	2.2.1.2.3
Ppid	2.2.1.2.3
Ric8	2.2.1.2.3
Rnf2	2.2.1.2.3
Slc35c2	2.2.1.2.3
Slmo2	2.2.1.2.3
Smarce1	2.2.1.2.3
Srpk3	2.2.1.2.3
Vps25	2.2.1.2.3
Wac	2.2.1.2.3
Ypel5	2.2.1.2.3
Zmynd8	2.2.1.2.3
2700060E02Rik	2.2.2
Akap13	2.2.2
Aldh2	2.2.2
Arhgef3	2.2.2
Arl2bp	2.2.2
Arpc3	2.2.2
Atp5b	2.2.2
Atp5g3	2.2.2
B4galnt1	2.2.2
Banf1	2.2.2
Bcl11a	2.2.2
Bclaf1	2.2.2
C1qbp	2.2.2
Cab39	2.2.2
Calr	2.2.2
Caprin1	2.2.2
Cct7	2.2.2
Cd2	2.2.2
Cdk11b	2.2.2
Cox4i1	2.2.2
Cox7a2l	2.2.2
Dync1i2	2.2.2
Eif2s2	2.2.2
Eif3a	2.2.2
Eif4b	2.2.2
Emp3	2.2.2
Glipr2	2.2.2
Grap	2.2.2
Hnrnpd	2.2.2
Hnrnpul2	2.2.2
Ifi203	2.2.2
Il17ra	2.2.2
Irak1	2.2.2
Krtcap2	2.2.2
Lcp2	2.2.2
Luc7l2	2.2.2
Luc7l3	2.2.2
Ly6a	2.2.2
Mapre1	2.2.2
2-Mar	2.2.2
Mark2	2.2.2
Matr3	2.2.2
Mien1	2.2.2
Mknk2	2.2.2
Mndal	2.2.2
Myl12a	2.2.2
Nap1l1	2.2.2
Ndufv2	2.2.2
Nkg7	2.2.2
Pa2g4	2.2.2
Park7	2.2.2
Plekhj1	2.2.2
Ppp1cb	2.2.2
Ppt1	2.2.2
Psap	2.2.2
Psme1	2.2.2
Ptges3	2.2.2
Ptp4a3	2.2.2
Rab4b	2.2.2
Rab8a	2.2.2
Rabac1	2.2.2
Rbbp6	2.2.2
Safb2	2.2.2
Sbf1	2.2.2
Sec61g	2.2.2
Sf1	2.2.2
Skap1	2.2.2
Spib	2.2.2
Sqstm1	2.2.2
Sri	2.2.2
Srsf11	2.2.2
Stk38	2.2.2
Sumo3	2.2.2
Swi5	2.2.2
Tgoln1	2.2.2
Tmed2	2.2.2
U2af2	2.2.2
Uba1	2.2.2
Usp34	2.2.2
Vapa	2.2.2
Vcp	2.2.2
Wnk1	2.2.2
Zfp318	2.2.2
0610007P14Rik	3.1.1.1.1.1
AI987944	3.1.1.1.1.1
Aldh16a1	3.1.1.1.1.1
Atp6v0a1	3.1.1.1.1.1
Card11	3.1.1.1.1.1
Ddx50	3.1.1.1.1.1
Foxn3	3.1.1.1.1.1
G6pdx	3.1.1.1.1.1
Gpd2	3.1.1.1.1.1
Itpk1	3.1.1.1.1.1
Mnt	3.1.1.1.1.1
Mon1a	3.1.1.1.1.1
Nop14	3.1.1.1.1.1
Nup214	3.1.1.1.1.1
Pacsin1	3.1.1.1.1.1
Pelp1	3.1.1.1.1.1
Pglyrp2	3.1.1.1.1.1
Phc3	3.1.1.1.1.1
Relt	3.1.1.1.1.1
Sfxn3	3.1.1.1.1.1
Slc35a4	3.1.1.1.1.1
Timm8a1	3.1.1.1.1.1
Tmem234	3.1.1.1.1.1
Tob2	3.1.1.1.1.1
Tsnax	3.1.1.1.1.1
Vamp3	3.1.1.1.1.1
Xpr1	3.1.1.1.1.1
2700094K13Rik	3.1.1.1.1.2
2810004N23Rik	3.1.1.1.1.2
5830417I10Rik	3.1.1.1.1.2
Acyp1	3.1.1.1.1.2
Asb13	3.1.1.1.1.2
Atpbd4	3.1.1.1.1.2
BC003331	3.1.1.1.1.2
Coasy	3.1.1.1.1.2
Dguok	3.1.1.1.1.2
Entpd4	3.1.1.1.1.2
Fam126b	3.1.1.1.1.2
Fbxw5	3.1.1.1.1.2
Itgb1	3.1.1.1.1.2
Kat2a	3.1.1.1.1.2
Mgat4a	3.1.1.1.1.2
Mrpl2	3.1.1.1.1.2
Nup188	3.1.1.1.1.2
Pknox1	3.1.1.1.1.2
Ppm1m	3.1.1.1.1.2
Rpf2	3.1.1.1.1.2
Rrn3	3.1.1.1.1.2
Sertad1	3.1.1.1.1.2
Slc25a45	3.1.1.1.1.2
Smad7	3.1.1.1.1.2
Txk	3.1.1.1.1.2
Txndc5	3.1.1.1.1.2
Zfp553	3.1.1.1.1.2
5031425E22Rik	3.1.1.1.1.3
A730098P11Rik	3.1.1.1.1.3
Aven	3.1.1.1.1.3
Cabin1	3.1.1.1.1.3
Cd40	3.1.1.1.1.3
Cdadc1	3.1.1.1.1.3
Cdc25b	3.1.1.1.1.3
Chm	3.1.1.1.1.3
Cyp4f13	3.1.1.1.1.3
Ddx1	3.1.1.1.1.3
Edc4	3.1.1.1.1.3
Elof1	3.1.1.1.1.3
Exoc8	3.1.1.1.1.3
Fbxo38	3.1.1.1.1.3
Furin	3.1.1.1.1.3
Gadd45gip1	3.1.1.1.1.3
Gart	3.1.1.1.1.3
Gpr183	3.1.1.1.1.3
Hist1h2ac	3.1.1.1.1.3
Lias	3.1.1.1.1.3
Man1a	3.1.1.1.1.3
Map1s	3.1.1.1.1.3
Mcrs1	3.1.1.1.1.3
Mpv17l2	3.1.1.1.1.3
Mrpl51	3.1.1.1.1.3
Neu1	3.1.1.1.1.3
Nudt4	3.1.1.1.1.3
Paf1	3.1.1.1.1.3
Pafah1b2	3.1.1.1.1.3
Pfkl	3.1.1.1.1.3
Prdx3	3.1.1.1.1.3
Rab1b	3.1.1.1.1.3
Rexo1	3.1.1.1.1.3
Riok1	3.1.1.1.1.3
Rpp25l	3.1.1.1.1.3
Sertad2	3.1.1.1.1.3
Sh3glb2	3.1.1.1.1.3
Slc6a6	3.1.1.1.1.3
Smarca5	3.1.1.1.1.3
Stk16	3.1.1.1.1.3
Stk19	3.1.1.1.1.3
Suco	3.1.1.1.1.3
Tbc1d10a	3.1.1.1.1.3
Tbc1d10b	3.1.1.1.1.3
Ube3b	3.1.1.1.1.3
Whsc1	3.1.1.1.1.3
Zbtb18	3.1.1.1.1.3
Zfp131	3.1.1.1.1.3
Alas2	3.1.1.1.1.4
Ccdc12	3.1.1.1.1.5
Ccny	3.1.1.1.1.5
Dapp1	3.1.1.1.1.5
Fhod1	3.1.1.1.1.5
Hars	3.1.1.1.1.5
Pam16	3.1.1.1.1.5
Ubr3	3.1.1.1.1.5
Uck1	3.1.1.1.1.5
Yrdc	3.1.1.1.1.5
2810417H13Rik	3.1.1.1.2
8430410A17Rik	3.1.1.1.2
Armc1	3.1.1.1.2
Ash2l	3.1.1.1.2
Asxl1	3.1.1.1.2
B630005N14Rik	3.1.1.1.2
BC037034	3.1.1.1.2
Carns1	3.1.1.1.2
Cndp2	3.1.1.1.2
Cops8	3.1.1.1.2
Dennd4b	3.1.1.1.2
Ebna1bp2	3.1.1.1.2
Emc8	3.1.1.1.2
Erp44	3.1.1.1.2
Fam3c	3.1.1.1.2
Gadd45g	3.1.1.1.2
Gclc	3.1.1.1.2
Golga2	3.1.1.1.2
Hdac10	3.1.1.1.2
Ift20	3.1.1.1.2
Kansl3	3.1.1.1.2
Mapk3	3.1.1.1.2
Med17	3.1.1.1.2
Miip	3.1.1.1.2
Mrpl54	3.1.1.1.2
Mtfr1l	3.1.1.1.2
Myo18a	3.1.1.1.2
Ndufaf4	3.1.1.1.2
Npepl1	3.1.1.1.2
Nrp	3.1.1.1.2
Pih1d1	3.1.1.1.2
Plekhm1	3.1.1.1.2
Ppm1a	3.1.1.1.2
Psmf1	3.1.1.1.2
Racgap1	3.1.1.1.2
Rap2c	3.1.1.1.2
Rbl2	3.1.1.1.2
Reep4	3.1.1.1.2
Rock2	3.1.1.1.2
Slc38a10	3.1.1.1.2
Sptlc1	3.1.1.1.2
Sugp1	3.1.1.1.2
Tmem248	3.1.1.1.2
Trappc4	3.1.1.1.2
Trappc5	3.1.1.1.2
Trmt2a	3.1.1.1.2
Ubl4	3.1.1.1.2
Vapb	3.1.1.1.2
Wbp1l	3.1.1.1.2
Zcchc11	3.1.1.1.2
1110001J03Rik	3.1.1.2.1
Ankfy1	3.1.1.2.1
Auh	3.1.1.2.1
Chmp3	3.1.1.2.1
Crot	3.1.1.2.1
Dctn4	3.1.1.2.1
Fam179b	3.1.1.2.1
Map3k14	3.1.1.2.1
Mki67ip	3.1.1.2.1
Mospd3	3.1.1.2.1
Ppa1	3.1.1.2.1
Ppp2cb	3.1.1.2.1
Psmd12	3.1.1.2.1
Rexo4	3.1.1.2.1
Setd8	3.1.1.2.1
Tfg	3.1.1.2.1
2810408M09Rik	3.1.1.2.2
5830416P10Rik	3.1.1.2.2
Acot2	3.1.1.2.2
Aldh4a1	3.1.1.2.2
Atg7	3.1.1.2.2
Bfsp2	3.1.1.2.2
Ccdc137	3.1.1.2.2
Csad	3.1.1.2.2
Dennd6a	3.1.1.2.2
Dlat	3.1.1.2.2
Fam160b2	3.1.1.2.2
Fbxl20	3.1.1.2.2
Flad1	3.1.1.2.2
