	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
31-27_AtgW_NYU	0.487664273	0.432165714	0.535834677	0.609409351	0.504225903	0.481117788	0.328789877	0.353021642	0.496311495	0.436660316	0	0.220724022	0.447945674	0.418046802	0.616395525	0.552835996	0.556793199	0.407298842	0.514973863	0.45283111	0.540378133	0.591235527	0.515755533	0.524647027	0.440764082	0.591870634	0.588255411	0.536714055	0.40783624	0.589672187	0.638038009	0.529776736	0.573159412	0.643558552	0.436953442	0.541159803	0.408373638	0.64331428	0.398065367	0.551126093	0.630123602	0.415946065	0.554008501	0.578777664	0.451463188	0.511798329	0.597391177	0.498070253	0.469441595	0.535443842	0.55254287	0.601690361	0.421466608	0.58757145	0.66950022	0.471835458	0.493966486	0.589134789	0.554301627	0.49826567	0.48942303	0.580389858	0.658849968	0.520592115	0.501636621	0.585812692	0.637647174	0.462797401	0.441594606	0.462504275	0.515315843	0.605501002	0.531242367	0.472812546	0.580487567	0.445405247	0.494406175	0.625189311	0.702086081	0.39743026	0.635448727	0.518051688	0.674385656	0.33587376	0.309003859	0.625433582	0.612829156	0.525672969	0.67721921	0.561434364	0.594557624	0.444281597	0.4185842	0.57907079	0.468757633	0.595925546	0.201133421	0.536469784	0.508964776	0.642288338	0.475499536	0.486296351	0.527040891	0.506082368	0.563046558	0.302750501	0.561287801	0.688162587	0.680590161	0.513459378	0.71293175	0.674190239	0.618496263	0.514534174	0.522839416	0.569153354	0.372514534	0.443451072	0.577898285	0.584200498	0.553617666	0.697689189	0.449264742	0.591284381	0.444721286	0.591968342	0.690898432	0.476965167	0.23704138	0.278421027	0.295422346	0.473789633	0.543113977	0.541941472	0.462943964	0.471982022	0.455762372	0.609360496	0.469588158	0.385998339	0.146367678	0.246323709	0.325467781	0.445258684	0.596316381	0.483413943	0.504616738	0.445160975	0.529239338	0.741511554	0.657921735	0.700669305	0.624749621	0.605647565	0.692754898	0.212907323	0.24857101	0.312081684	0.297523084	0.473349944	0.331672285	0.522790561	0.518198251	0.626703796	0.570325859	0.627241194	0.719136255	0.615320729	0.538423958	0.503541941	0.533391959	0.616737505	0.598221701	0.673408569	0.246470272	0.336997411	0.473789633	0.488690214	0.645561581	0.352679662	0.284478968	0.352142264	0.332698227	0.452049441
31-29_AtgW_NYU	0.555034442	0.462260003	0.580682984	0.573354829	0.48829938	0.482436856	0.360594069	0.34549807	0.500415262	0.464849284	0.220724022	0	0.516488348	0.471151497	0.6675949	0.567638869	0.52635693	0.392202843	0.496311495	0.429087889	0.56675949	0.584151644	0.51829596	0.493575651	0.463481362	0.605989545	0.588939372	0.545752113	0.401192047	0.614539059	0.617177195	0.534955298	0.560652694	0.647808882	0.421417754	0.545800967	0.395866921	0.653378279	0.360349797	0.554545899	0.615565001	0.420880356	0.517905125	0.550149006	0.401289755	0.457814256	0.559773316	0.45673946	0.46133177	0.537984269	0.554057355	0.605696419	0.416972006	0.581318091	0.681078704	0.436904587	0.445356393	0.585128731	0.566368655	0.485905516	0.496213787	0.593971371	0.676095559	0.488152816	0.441838878	0.575357858	0.634520494	0.468464507	0.435878646	0.421662026	0.507352582	0.5517612	0.5148273	0.443744199	0.57828912	0.435780937	0.469343886	0.591675216	0.680687869	0.379842689	0.630416728	0.522057746	0.681274122	0.341052323	0.325614344	0.619522204	0.605549856	0.484146759	0.695637305	0.561922908	0.557965704	0.433338219	0.371390884	0.589379061	0.445844936	0.655381308	0.246030583	0.525282134	0.523083688	0.63100298	0.445209829	0.468220235	0.515560115	0.522350872	0.549318482	0.272460794	0.562948849	0.685426743	0.701353266	0.523963066	0.735160487	0.658214861	0.605452147	0.51170062	0.501441204	0.527675998	0.350041526	0.393912746	0.603449118	0.60794372	0.543993356	0.719575944	0.45629977	0.601494944	0.403097367	0.629488495	0.706336411	0.429234452	0.295275783	0.228736138	0.281889687	0.506815184	0.492012311	0.554008501	0.43514583	0.458693634	0.415359812	0.638526552	0.49132835	0.34818506	0.265425766	0.175240608	0.350432361	0.517660853	0.6133177	0.423860472	0.462211149	0.420049831	0.544775026	0.778494308	0.662904881	0.706678392	0.638624261	0.617616884	0.703454004	0.217548488	0.216180566	0.321608286	0.304362695	0.536616347	0.333577605	0.569641898	0.522057746	0.630807563	0.558893937	0.632175485	0.742781768	0.609897894	0.507303728	0.472665983	0.550930676	0.630563291	0.598417119	0.698080023	0.29815819	0.337779081	0.489813865	0.454980703	0.682837462	0.337827935	0.389662416	0.31169085	0.306561141	0.523083688
31-31_AtgW_NYU	0.217206507	0.292344521	0.47017441	0.726952953	0.73877571	0.707948605	0.606233817	0.536274366	0.670184181	0.353363623	0.447945674	0.516488348	0	0.290488055	0.468513362	0.644633348	0.733694856	0.669353657	0.711856954	0.719478235	0.737603205	0.658214861	0.684058821	0.776100445	0.304948947	0.727832332	0.704773071	0.677316918	0.619180224	0.590698129	0.716498119	0.719331672	0.689725927	0.765938737	0.674971909	0.654746202	0.669939909	0.768137183	0.565733548	0.632126631	0.654892765	0.619424496	0.825785334	0.784747667	0.716693537	0.722653769	0.682006937	0.746396991	0.674385656	0.678977967	0.764375397	0.753432019	0.669988763	0.626899213	0.720992721	0.695002198	0.722360643	0.636181543	0.751575553	0.695979286	0.73911769	0.686696956	0.682690898	0.729395672	0.789046851	0.759538815	0.694611364	0.680687869	0.681078704	0.673506278	0.660315599	0.864771117	0.739557379	0.656504959	0.634080805	0.650202746	0.725047633	0.747422932	0.773266891	0.573843373	0.745859593	0.633738825	0.782793493	0.399872979	0.48707802	0.706385266	0.636963213	0.774830231	0.750207631	0.702672334	0.663002589	0.623528262	0.6010064	0.628755679	0.679661928	0.523621086	0.513068543	0.736284137	0.718501148	0.740290195	0.684351947	0.723288876	0.705603596	0.587815721	0.624603058	0.576970052	0.61791001	0.732131516	0.720797303	0.372709952	0.739997069	0.743319166	0.802481802	0.623821388	0.733304021	0.82451512	0.539401045	0.639552494	0.608871953	0.708290586	0.619229078	0.681127559	0.620548146	0.68874884	0.609116225	0.731789535	0.786213298	0.576090674	0.567834286	0.569739606	0.488690214	0.386731154	0.80414285	0.65103327	0.653378279	0.646978358	0.63178465	0.709072256	0.717817187	0.530802677	0.458595926	0.517709707	0.460452391	0.367922224	0.43514583	0.699399091	0.735844448	0.674581074	0.670330744	0.712540916	0.793150618	0.636132688	0.822805218	0.741853535	0.599980458	0.467780546	0.570618985	0.468806488	0.489032195	0.224925497	0.577702868	0.493868777	0.726562118	0.7660853	0.786897259	0.761346426	0.70027847	0.675558161	0.704577654	0.683814549	0.750354194	0.79183155	0.741169574	0.697542625	0.440617519	0.429332161	0.223850701	0.557526015	0.578240266	0.459231032	0.422541404	0.388783038	0.528408813	0.306023743
31-80_AtgW_NYU	0.328301334	0.143778397	0.416776589	0.718501148	0.782060677	0.734329962	0.566270946	0.58410279	0.687771752	0.252186233	0.418046802	0.471151497	0.290488055	0	0.525966095	0.672724608	0.74493136	0.630465582	0.701890664	0.712198935	0.686941228	0.682495481	0.686306121	0.788265181	0.241145146	0.759441106	0.716204993	0.702037227	0.615320729	0.625189311	0.731007866	0.708046314	0.69143583	0.769163125	0.702721188	0.6675949	0.656114124	0.793590307	0.516341785	0.644682202	0.620743563	0.643021154	0.82876545	0.779031706	0.707264644	0.750940447	0.690751869	0.736332991	0.675900142	0.681176413	0.79451854	0.771361571	0.646440959	0.628169427	0.72871171	0.728174312	0.733987982	0.611852069	0.738238312	0.741511554	0.722751478	0.689677073	0.680199326	0.727294934	0.748351165	0.76071132	0.71024476	0.694367092	0.718550002	0.682886316	0.667643754	0.840148517	0.752796912	0.662416337	0.638624261	0.684058821	0.755141922	0.720064488	0.792320094	0.653866823	0.737603205	0.598759099	0.764424251	0.411695735	0.473252235	0.732864331	0.708241731	0.788949143	0.782060677	0.701255557	0.68102985	0.643460843	0.640334164	0.639992183	0.745761884	0.525184425	0.490351263	0.775611901	0.718891983	0.743074894	0.714348527	0.743758855	0.739752797	0.605110167	0.661927793	0.575357858	0.614294787	0.747080952	0.690751869	0.294542967	0.769309688	0.766720406	0.822072402	0.654648493	0.737603205	0.830475353	0.613122282	0.679173384	0.621671796	0.741316137	0.626264107	0.735600176	0.659827056	0.703502858	0.590942401	0.705066198	0.766964678	0.567296888	0.525330988	0.568078558	0.437051151	0.400214959	0.782256095	0.71952709	0.693829694	0.61175436	0.615613855	0.70106014	0.693927402	0.52748058	0.439200743	0.522790561	0.423078802	0.279104988	0.448873907	0.708583712	0.752308369	0.640041038	0.670135327	0.705408178	0.783379745	0.684107675	0.797107822	0.716791245	0.663881968	0.462211149	0.52401192	0.477062876	0.480336118	0.317211393	0.545703259	0.454492159	0.669304802	0.721383556	0.764424251	0.728418584	0.712296644	0.696858664	0.710391323	0.659191949	0.696760956	0.755483902	0.670526162	0.707411207	0.47520641	0.438565636	0.288436172	0.532414871	0.625140456	0.431530607	0.395036397	0.365088671	0.47520641	0.281352289
31-90_AtgW_NYU	0.516146368	0.51863794	0.472177439	0.75914798	0.767257804	0.753627437	0.66950022	0.695637305	0.794469686	0.520152426	0.616395525	0.6675949	0.468513362	0.525966095	0	0.687722898	0.745468758	0.775953881	0.700425033	0.753432019	0.758415164	0.704235673	0.763007475	0.795153647	0.545800967	0.748937418	0.72143241	0.707069227	0.627436611	0.664614783	0.757828912	0.709316527	0.710635595	0.750500757	0.74414969	0.816600713	0.787727783	0.761346426	0.667985735	0.790414774	0.696370121	0.730177341	0.843128634	0.825589916	0.744540525	0.786506424	0.73799404	0.80033221	0.71258977	0.793150618	0.747716058	0.690116762	0.757486931	0.685084762	0.729639943	0.757535786	0.720406468	0.73721237	0.748595437	0.769602814	0.731349846	0.694953344	0.776637843	0.747032097	0.818652597	0.799208559	0.788704871	0.763447164	0.749914505	0.711856954	0.724754507	0.899653134	0.759831941	0.767795203	0.683961112	0.696467829	0.782891201	0.774634814	0.825443353	0.678391714	0.759196834	0.745566466	0.724412526	0.600420148	0.599345352	0.778250037	0.736235283	0.790659045	0.771361571	0.67599785	0.730959011	0.717133226	0.705212761	0.760662465	0.774048561	0.538863647	0.641702086	0.757828912	0.650642435	0.790512482	0.765499047	0.765450193	0.738922273	0.717328643	0.681127559	0.729249108	0.696663247	0.792710929	0.722360643	0.524598173	0.739948214	0.805510772	0.839269139	0.699838781	0.783526308	0.855586497	0.673164297	0.720601886	0.650691289	0.646685231	0.651424105	0.653817969	0.681176413	0.829107431	0.753969417	0.678880258	0.706189848	0.730617031	0.642923445	0.698128878	0.607406322	0.531046949	0.839464556	0.692168645	0.720748449	0.77492794	0.766476135	0.713566857	0.731545264	0.680199326	0.613122282	0.667106356	0.64756461	0.507303728	0.356392594	0.717475206	0.774097416	0.791001026	0.686452685	0.752454932	0.727734623	0.795202501	0.735942156	0.763105183	0.803947433	0.646538668	0.674629928	0.611363525	0.646929503	0.467292003	0.6871855	0.540915531	0.800429918	0.785724755	0.788704871	0.761297572	0.787483512	0.65137525	0.783965997	0.804484831	0.772778348	0.69568616	0.743465729	0.668669696	0.626654942	0.633592261	0.477551419	0.694953344	0.751380136	0.637305193	0.544139919	0.565586985	0.65718892	0.503981631
32-1_AtgW_NYU	0.638770824	0.694073966	0.607210904	0.544579608	0.520494406	0.433338219	0.563241976	0.523621086	0.591528653	0.650886707	0.552835996	0.567638869	0.644633348	0.672724608	0.687722898	0	0.521520348	0.561336655	0.603009429	0.476818604	0.656700376	0.488445943	0.556500073	0.58063413	0.674385656	0.452049441	0.436611461	0.491572622	0.470272119	0.592261469	0.53138893	0.553275685	0.541550638	0.502516	0.484977283	0.602227759	0.587620304	0.571644926	0.545361278	0.591430944	0.606331526	0.469343886	0.622600029	0.548536812	0.536860618	0.546484928	0.518247105	0.51516928	0.500073282	0.564512189	0.570130441	0.484293322	0.55332454	0.531975182	0.543309395	0.513850213	0.514925009	0.593336265	0.632273194	0.480189555	0.47901705	0.556304656	0.700669305	0.481508623	0.602227759	0.571547218	0.612878011	0.566026674	0.468659925	0.450241829	0.547413161	0.757486931	0.568762519	0.581562363	0.518247105	0.500366408	0.521031804	0.53632322	0.548536812	0.4902047	0.605452147	0.538521667	0.590795838	0.565489276	0.518198251	0.563339684	0.573257121	0.545263569	0.522692853	0.515266989	0.460940935	0.473985051	0.485758953	0.621134398	0.484244467	0.696565538	0.53329425	0.496018369	0.595730128	0.527871415	0.496164932	0.518686795	0.507157164	0.459377595	0.555181005	0.563486247	0.511847184	0.602032342	0.582344032	0.726562118	0.578679955	0.544433045	0.583125702	0.433729054	0.530704968	0.650984415	0.462015731	0.44980214	0.581708926	0.477795691	0.464898139	0.614490205	0.456006644	0.626850359	0.548145977	0.618545117	0.664077385	0.558356539	0.537935415	0.586936343	0.607113196	0.607552885	0.68484049	0.4605501	0.473789633	0.562753432	0.548683375	0.64868826	0.635986125	0.523914212	0.55948019	0.522008891	0.529434755	0.636572378	0.714201964	0.48248571	0.487273438	0.571889198	0.581513508	0.820509062	0.619717622	0.748302311	0.632957155	0.648639406	0.795788754	0.582344032	0.576530363	0.571986907	0.538717084	0.616444379	0.522643998	0.628902242	0.586594362	0.652743173	0.615809273	0.654746202	0.755386194	0.431432899	0.56329083	0.600273584	0.649665348	0.618545117	0.647369192	0.673701695	0.561190092	0.552298598	0.62719234	0.609946749	0.71718208	0.551028384	0.55982217	0.54985588	0.596609507	0.636914358
32-2_AtgW_NYU	0.732375788	0.741511554	0.760467048	0.385070106	0.526210367	0.50095266	0.608969661	0.521862328	0.564707607	0.701548683	0.556793199	0.52635693	0.733694856	0.74493136	0.745468758	0.521520348	0	0.511212077	0.602765157	0.492452001	0.640529581	0.545996385	0.473691924	0.537056036	0.66368655	0.534808735	0.548487957	0.465777517	0.539498754	0.582490596	0.602227759	0.54326054	0.523963066	0.636474669	0.458595926	0.578240266	0.515413552	0.566954907	0.52748058	0.622502321	0.536127803	0.409008745	0.514241047	0.554155064	0.444818995	0.523230251	0.47017441	0.55982217	0.441154917	0.484879574	0.497337437	0.559431335	0.519517319	0.541746055	0.643509698	0.525086716	0.547950559	0.50598466	0.612487176	0.451560897	0.590649275	0.570765548	0.750451903	0.522057746	0.483169671	0.513508232	0.568615956	0.598368264	0.469588158	0.502076311	0.571449509	0.59831941	0.507938834	0.47442474	0.413698764	0.48942303	0.54291856	0.553177976	0.608627681	0.510528116	0.539694172	0.58019444	0.630123602	0.55869852	0.565440422	0.518247105	0.55635351	0.556890908	0.583858518	0.491865748	0.442913674	0.430651229	0.478723924	0.648248571	0.479554448	0.803312326	0.543504812	0.515755533	0.530998095	0.576090674	0.493038253	0.520005863	0.430944355	0.481264351	0.537691143	0.555620695	0.464605012	0.655088182	0.694611364	0.709218819	0.731545264	0.441985441	0.621916068	0.478381943	0.477844545	0.517660853	0.469295032	0.456690605	0.6552836	0.545996385	0.483658215	0.679417656	0.414822414	0.656895794	0.520445552	0.668571987	0.740339049	0.547999414	0.585666129	0.570032732	0.60178807	0.690751869	0.538717084	0.475792662	0.526259221	0.544775026	0.5271386	0.694562509	0.614294787	0.561580927	0.570081587	0.530753823	0.585128731	0.735453613	0.641164688	0.441203772	0.485905516	0.519175338	0.60750403	0.843861449	0.660315599	0.778152328	0.619668767	0.65562558	0.816307587	0.576432654	0.550539841	0.52748058	0.502760272	0.716009575	0.527529435	0.776149299	0.595583565	0.695393033	0.580536421	0.657726318	0.786799551	0.5517612	0.497239728	0.576432654	0.632615174	0.641311251	0.666178123	0.718891983	0.563437393	0.589721042	0.716644682	0.607455176	0.763642581	0.587229469	0.613757389	0.580341003	0.585714984	0.756216718
32-5_AtgW_NYU	0.666617812	0.64062729	0.723288876	0.598563682	0.561043529	0.532610289	0.479359031	0.470565245	0.287459084	0.641066979	0.407298842	0.392202843	0.669353657	0.630465582	0.775953881	0.561336655	0.511212077	0	0.476818604	0.47251942	0.528164542	0.612340613	0.491279496	0.550051297	0.628657971	0.609555914	0.625384728	0.582099761	0.495480971	0.70106014	0.656798085	0.544384191	0.610239875	0.711612683	0.495725243	0.364453564	0.190092335	0.683667986	0.502809126	0.404465289	0.600127021	0.469637012	0.550100151	0.569641898	0.49479701	0.526943182	0.575015878	0.541990327	0.419219307	0.544775026	0.584395916	0.626801505	0.447750256	0.604181934	0.715716449	0.5517612	0.525819532	0.587034051	0.532072891	0.473545361	0.555864967	0.656456104	0.577312033	0.516244076	0.505789242	0.592701158	0.673457423	0.459377595	0.486442914	0.476672041	0.553568811	0.609604768	0.536811764	0.523083688	0.556500073	0.460940935	0.547315453	0.605452147	0.686648102	0.480042992	0.631589232	0.548048268	0.718501148	0.476916312	0.489276467	0.661097269	0.634960184	0.583809663	0.68640383	0.541159803	0.526454639	0.478919341	0.463334799	0.497825981	0.523034833	0.783037764	0.449753285	0.573403684	0.577018907	0.638917387	0.477942254	0.569251063	0.54213689	0.477062876	0.620303874	0.376569446	0.560848112	0.665933851	0.729200254	0.649763056	0.813864869	0.658410279	0.639308222	0.5344179	0.511163222	0.572524305	0.451267771	0.50095266	0.692901461	0.591284381	0.577018907	0.739752797	0.471102643	0.395329523	0.230299477	0.613122282	0.731252137	0.480091846	0.496213787	0.441448043	0.457374566	0.676046705	0.550100151	0.550784113	0.503688505	0.197322781	0.196834237	0.619375641	0.507157164	0.394108164	0.426791734	0.42630319	0.495676389	0.657482046	0.712443207	0.487468855	0.511749475	0.166642239	0.514778445	0.721236993	0.62753432	0.581024965	0.615955836	0.558356539	0.589427915	0.426694025	0.438419073	0.441790024	0.466998876	0.659729347	0.467731692	0.738922273	0.316576286	0.571889198	0.490106991	0.547608579	0.633983096	0.623821388	0.516586057	0.265914309	0.50598466	0.63681665	0.554545899	0.667546045	0.448043383	0.47598808	0.666715521	0.496995457	0.525086716	0.425277249	0.539498754	0.49054668	0.447847965	0.681860374
32-8_AtgW_NYU	0.698910548	0.714006546	0.666666667	0.676632957	0.612340613	0.526503493	0.500757243	0.554692462	0.560799257	0.713322585	0.514973863	0.496311495	0.711856954	0.701890664	0.700425033	0.603009429	0.602765157	0.476818604	0	0.553177976	0.402608823	0.643949387	0.570423567	0.626654942	0.707069227	0.639747911	0.665933851	0.601983487	0.515706678	0.713420294	0.678831404	0.581855489	0.653769114	0.656749231	0.531779765	0.582686013	0.533685085	0.689481655	0.602227759	0.627241194	0.674043676	0.533733939	0.637696028	0.607357467	0.592798867	0.602862866	0.676144414	0.607113196	0.516879183	0.65831257	0.585177586	0.597391177	0.506033514	0.703649421	0.710049343	0.593678245	0.535443842	0.717768333	0.381015194	0.5394499	0.519957008	0.618740534	0.734623089	0.550002443	0.566466364	0.660315599	0.714299673	0.535932386	0.534662172	0.552152035	0.539352191	0.684156529	0.612096341	0.634422786	0.692999169	0.558991646	0.58903708	0.637744883	0.690409888	0.508134252	0.717133226	0.557672578	0.648834823	0.577654013	0.518882212	0.703356295	0.714348527	0.601201817	0.714201964	0.560750403	0.630661	0.552298598	0.526747765	0.641555523	0.596072109	0.704577654	0.504030485	0.556158093	0.587620304	0.646538668	0.558942792	0.616884069	0.52523328	0.553715374	0.662514046	0.476525478	0.677463481	0.720699595	0.752552641	0.713908838	0.765743319	0.752064097	0.6452196	0.577018907	0.579705897	0.646196688	0.496653476	0.550149006	0.681127559	0.581855489	0.658214861	0.754457961	0.54101324	0.59944306	0.518686795	0.401582881	0.476085788	0.628218281	0.505447262	0.491719185	0.507303728	0.664321657	0.625677854	0.620938981	0.531340075	0.497679418	0.532561434	0.428892472	0.349943817	0.557574869	0.51560897	0.537056036	0.585470712	0.659143094	0.712638624	0.53676291	0.558161122	0.469637012	0.230788021	0.6183497	0.409204162	0.789486541	0.398749328	0.429039035	0.791196443	0.513703649	0.52132493	0.530362988	0.581904343	0.691875519	0.534222483	0.689432801	0.566319801	0.415750647	0.432996238	0.474913284	0.785969026	0.602814011	0.596462944	0.566368655	0.306414578	0.396648591	0.465679808	0.448873907	0.492940544	0.521862328	0.697200645	0.645170746	0.744393962	0.557965704	0.608969661	0.57985246	0.510430407	0.681958083
50_48_48_NOD2_SF	0.743661146	0.730079633	0.705847868	0.449313596	0.459475304	0.431042064	0.477014021	0.449704431	0.577751722	0.700913577	0.45283111	0.429087889	0.719478235	0.712198935	0.753432019	0.476818604	0.492452001	0.47251942	0.553177976	0	0.55522986	0.443841907	0.51516928	0.433826762	0.704968489	0.392007426	0.471200352	0.474962138	0.383115931	0.60022473	0.437539694	0.45361278	0.510332698	0.528164542	0.396111193	0.576872344	0.49401534	0.539840735	0.555522986	0.57716547	0.610191021	0.400508085	0.509355611	0.446822024	0.347501099	0.335776052	0.465191265	0.324734965	0.340612634	0.492061166	0.41902389	0.535394988	0.437148859	0.512824271	0.52401192	0.270018076	0.381601446	0.540133861	0.528604231	0.397772241	0.401485173	0.606673506	0.734281108	0.387268552	0.400996629	0.487175729	0.591772925	0.524989008	0.344814109	0.327421955	0.411793444	0.600029313	0.444721286	0.51785627	0.499340466	0.351556012	0.359812399	0.461282916	0.593385119	0.428061947	0.505935805	0.52792027	0.665640725	0.598563682	0.548487957	0.436513753	0.593189701	0.400019542	0.439982412	0.432019151	0.461136353	0.42283453	0.385851776	0.66178123	0.412233133	0.769602814	0.409448434	0.450730373	0.531242367	0.534662172	0.332600518	0.293468171	0.455860081	0.507401436	0.492647418	0.464653867	0.512091455	0.501001514	0.61522302	0.753774	0.616884069	0.531779765	0.500464116	0.409888124	0.343641604	0.474962138	0.396795154	0.328350188	0.524158484	0.499584738	0.520787532	0.628853388	0.425912355	0.667692608	0.514778445	0.599540769	0.664859055	0.557574869	0.418681909	0.480629244	0.537056036	0.678294006	0.542185744	0.493722214	0.403390493	0.552347452	0.507010601	0.623674825	0.507987689	0.556304656	0.486882603	0.435780937	0.553910792	0.69837315	0.761248718	0.397723387	0.333724168	0.515022717	0.5836631	0.828814305	0.58600811	0.774341687	0.556939763	0.579999023	0.828667741	0.470369828	0.463188236	0.558845083	0.537739997	0.690996141	0.458107382	0.709414236	0.563681665	0.710293615	0.485368118	0.635546436	0.800576482	0.492696272	0.504812155	0.576970052	0.631149543	0.594655332	0.582734867	0.644242513	0.528799648	0.589232498	0.697200645	0.634618203	0.774439396	0.579901314	0.596462944	0.570863257	0.513850213	0.71293175
